0.056336 0.423958 0.412904 0.903271 0.998076 0.548007 0.119222 0.628299 0.881197 0.205566 0.819180 0.350785 0.675390 0.616620 0.300227 0.148437 0.582335 0.469442 0.851749 0.064252 0.393043 0.950024 0.544004 0.979412 0.465972 0.960484 0.329303 0.847618 0.243073 0.582893 0.839923 0.581997 
0.000000 0.541978 0.614263 0.704577 0.344350 0.624160 0.336768 0.248541 0.104172 0.566820 0.626661 0.399935 0.853620 0.874504 0.045452 0.963382 0.118120 0.917813 0.670340 0.986948 0.566581 0.793941 0.988854 0.728748 0.103048 0.506110 0.611092 0.796488 0.635217 0.644234 0.271058 0.031024 
0.000000 0.000000 0.101644 0.259508 0.064933 0.072137 0.349611 0.932987 0.955000 0.014694 0.147550 0.947594 0.554984 0.857057 0.632256 0.439924 0.913258 0.073236 0.062554 0.266178 0.814539 0.402290 0.381789 0.816650 0.788432 0.107708 0.322641 0.803874 0.283859 0.914510 0.325421 0.166426 
0.000000 0.000000 0.000000 0.991013 0.499202 0.775544 0.924000 0.454201 0.790238 0.071550 0.401796 0.345223 0.928607 0.034051 0.785146 0.841865 0.107288 0.847701 0.108043 0.921827 0.249990 0.489832 0.738477 0.038422 0.597540 0.061118 0.842295 0.881398 0.975628 0.167717 0.047824 0.901708 
0.000000 0.000000 0.000000 0.000000 0.308769 0.802372 0.009897 0.632192 0.904191 0.480012 0.230052 0.378120 0.295763 0.286799 0.247843 0.645518 0.109763 0.243616 0.872360 0.706958 0.868828 0.648768 0.123600 0.001907 0.162167 0.309107 0.517255 0.882344 0.693440 0.129107 0.033143 0.474570 
0.000000 0.000000 0.000000 0.000000 0.000000 0.816722 0.548185 0.039539 0.888272 0.949980 0.384762 0.816879 0.984032 0.169908 0.658743 0.091319 0.017608 0.766786 0.013146 0.267599 0.256618 0.751624 0.306020 0.854158 0.812742 0.148316 0.735556 0.788370 0.316032 0.783379 0.690079 0.910814 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.904392 0.127777 0.400202 0.009064 0.614771 0.500849 0.772480 0.193085 0.619104 0.302683 0.784545 0.004958 0.089503 0.127628 0.696831 0.730481 0.283454 0.537021 0.107014 0.227651 0.693243 0.266927 0.861926 0.760278 0.683976 0.079001 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.287794 0.502962 0.930739 0.104673 0.486994 0.100647 0.763416 0.578314 0.118255 0.530202 0.591460 0.385854 0.786820 0.343084 0.691874 0.640978 0.155826 0.840189 0.376533 0.944196 0.156222 0.159913 0.634275 0.067035 0.417049 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.472641 0.580270 0.717173 0.196280 0.241674 0.079797 0.897897 0.284611 0.834978 0.296946 0.517715 0.829478 0.332450 0.134004 0.470514 0.897088 0.628437 0.789313 0.751139 0.684987 0.864873 0.726714 0.911119 0.392794 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.479753 0.586370 0.515948 0.416480 0.349890 0.381645 0.282589 0.253590 0.992305 0.338924 0.293913 0.416263 0.751828 0.197184 0.414339 0.299835 0.316407 0.042638 0.181032 0.521973 0.861818 0.531816 0.197362 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.480544 0.839828 0.754057 0.768010 0.844115 0.703572 0.763794 0.828872 0.008084 0.549875 0.894135 0.872783 0.088271 0.993084 0.563827 0.745724 0.184448 0.023684 0.188370 0.307330 0.730255 0.343083 
