1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.442268 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.315819 0.726684 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.797889 0.778037 0.404259 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.358606 0.704218 0.621203 0.001603 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.934807 0.619768 0.397805 0.787676 0.908282 1.000000 0.000000 0.000000 0.000000 0.000000 
0.253585 0.587191 0.002836 0.967634 0.934098 0.679776 1.000000 0.000000 0.000000 0.000000 
0.637729 0.374375 0.575321 0.639331 0.470902 0.486439 0.611123 1.000000 0.000000 0.000000 
0.108864 0.286424 0.010088 0.516607 0.219551 0.349029 0.859156 0.879362 1.000000 0.000000 
0.765523 0.381260 0.364354 0.062830 0.634846 0.806622 0.049137 0.617307 0.393813 1.000000 
