0.426694 0.809450 0.882230 0.589789 0.453187 0.065369 0.734029 0.352019 0.551563 0.272783 
0.000000 0.982462 0.068205 0.977002 0.933127 0.338941 0.342549 0.659811 0.667497 0.581121 
0.000000 0.000000 0.328555 0.238572 0.127865 0.953706 0.352977 0.120606 0.380400 0.162428 
0.000000 0.000000 0.000000 0.598831 0.665024 0.986308 0.945128 0.970189 0.615615 0.667038 
0.000000 0.000000 0.000000 0.000000 0.096526 0.911118 0.971791 0.712141 0.979323 0.676009 
0.000000 0.000000 0.000000 0.000000 0.000000 0.034271 0.809653 0.059727 0.669117 0.616275 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.599092 0.653011 0.445299 0.996897 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.183043 0.465763 0.287132 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.016526 0.440277 
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.407743 
